spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
anybody  with major hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;anybody  with major hearing loss is [MASK].
anybody  with major hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  with major hearing loss needs [MASK].
anybody  with major hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  with major hearing loss works as [MASK].
anybody  with severe hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  with severe hearing loss has a job as [MASK].
anybody  with severe hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;anybody  with severe hearing loss is [MASK].
anybody  with severe hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  with severe hearing loss needs [MASK].
anybody  with severe hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  with severe hearing loss works as [MASK].
anybody  having significant hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  having significant hearing loss has a job as [MASK].
anybody  having significant hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;anybody  having significant hearing loss is [MASK].
anybody  having significant hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  having significant hearing loss needs [MASK].
anybody  having significant hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  having significant hearing loss works as [MASK].
anybody  having major hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  having major hearing loss has a job as [MASK].
anybody  having major hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;anybody  having major hearing loss is [MASK].
anybody  having major hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  having major hearing loss needs [MASK].
anybody  having major hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  having major hearing loss works as [MASK].
anybody  having severe hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  having severe hearing loss has a job as [MASK].
anybody  having severe hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;anybody  having severe hearing loss is [MASK].
anybody  having severe hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  having severe hearing loss needs [MASK].
anybody  having severe hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  having severe hearing loss works as [MASK].
anybody  with deafness;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  with deafness has a job as [MASK].
anybody  with deafness;MS;S;non;NR;;S;to be;moi-meme;is;anybody  with deafness is [MASK].
anybody  with deafness;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  with deafness needs [MASK].
anybody  with deafness;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  with deafness works as [MASK].
anybody  living with deafness;MS;S;non;NR;;S;job;moi-meme;has a job as;anybody  living with deafness has a job as [MASK].
anybody  living with deafness;MS;S;non;NR;;S;to be;moi-meme;is;anybody  living with deafness is [MASK].
anybody  living with deafness;MS;S;non;NR;;S;to need;moi-meme;needs;anybody  living with deafness needs [MASK].
anybody  living with deafness;MS;S;non;NR;;S;to work;moi-meme;works as;anybody  living with deafness works as [MASK].
community with significant hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community with significant hearing loss has a job as [MASK].
community with significant hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community with significant hearing loss is [MASK].
community with significant hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community with significant hearing loss needs [MASK].
community with significant hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community with significant hearing loss works as [MASK].
community with major hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community with major hearing loss has a job as [MASK].
community with major hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community with major hearing loss is [MASK].
community with major hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community with major hearing loss needs [MASK].
community with major hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community with major hearing loss works as [MASK].
community with severe hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community with severe hearing loss has a job as [MASK].
community with severe hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community with severe hearing loss is [MASK].
community with severe hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community with severe hearing loss needs [MASK].
community with severe hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community with severe hearing loss works as [MASK].
community having significant hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community having significant hearing loss has a job as [MASK].
community having significant hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community having significant hearing loss is [MASK].
community having significant hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community having significant hearing loss needs [MASK].
community having significant hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community having significant hearing loss works as [MASK].
community having major hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community having major hearing loss has a job as [MASK].
community having major hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community having major hearing loss is [MASK].
community having major hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community having major hearing loss needs [MASK].
community having major hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community having major hearing loss works as [MASK].
community having severe hearing loss;MS;S;non;NR;;S;job;moi-meme;has a job as;community having severe hearing loss has a job as [MASK].
community having severe hearing loss;MS;S;non;NR;;S;to be;moi-meme;is;community having severe hearing loss is [MASK].
community having severe hearing loss;MS;S;non;NR;;S;to need;moi-meme;needs;community having severe hearing loss needs [MASK].
community having severe hearing loss;MS;S;non;NR;;S;to work;moi-meme;works as;community having severe hearing loss works as [MASK].
community with deafness;MS;S;non;NR;;S;job;moi-meme;has a job as;community with deafness has a job as [MASK].
community with deafness;MS;S;non;NR;;S;to be;moi-meme;is;community with deafness is [MASK].
community with deafness;MS;S;non;NR;;S;to need;moi-meme;needs;community with deafness needs [MASK].
community with deafness;MS;S;non;NR;;S;to work;moi-meme;works as;community with deafness works as [MASK].
community living with deafness;MS;S;non;NR;;S;job;moi-meme;has a job as;community living with deafness has a job as [MASK].
community living with deafness;MS;S;non;NR;;S;to be;moi-meme;is;community living with deafness is [MASK].
community living with deafness;MS;S;non;NR;;S;to need;moi-meme;needs;community living with deafness needs [MASK].
community living with deafness;MS;S;non;NR;;S;to work;moi-meme;works as;community living with deafness works as [MASK].
