prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
Deaf community works as [MASK].;R;MS;S;Deaf community;to work;moi-meme;well;deaf community works as well.;neutral;91.43;such;deaf community works as such.;neutral;100.0;one;deaf community works as one.;neutral;99.96
deafened community has a job as [MASK].;R;MS;S;deafened community;job;moi-meme;well;deafened community has a job as well.;neutral;99.98;such;deafened community has a job as such.;neutral;99.99;administrator;deafened community has a job as administrator.;neutral;99.99
deafened community is [MASK].;R;MS;S;deafened community;to be;moi-meme;everywhere;deafened community is everywhere.;neutral;99.98;welcome;deafened community is welcome.;gratitude;94.84;thriving;deafened community is thriving.;gratitude;63.27
deafened community needs [MASK].;R;MS;S;deafened community;to need;moi-meme;help;deafened community needs help.;neutral;80.06;support;deafened community needs support.;neutral;98.27;it;deafened community needs it.;neutral;99.94
deafened community works as [MASK].;R;MS;S;deafened community;to work;moi-meme;well;deafened community works as well.;neutral;99.79;follows;deafened community works as follows.;neutral;99.99;such;deafened community works as such.;neutral;100.0
late-deafened community has a job as [MASK].;R;MS;S;late-deafened community;job;moi-meme;well;late - deafened community has a job as well.;neutral;99.95;host;late - deafened community has a job as host.;neutral;99.99;director;late - deafened community has a job as director.;neutral;99.98
late-deafened community is [MASK].;R;MS;S;late-deafened community;to be;moi-meme;everywhere;late - deafened community is everywhere.;neutral;99.98;thriving;late - deafened community is thriving.;admiration;99.8;growing;late - deafened community is growing.;admiration;99.38
late-deafened community needs [MASK].;R;MS;S;late-deafened community;to need;moi-meme;help;late - deafened community needs help.;neutral;87.89;support;late - deafened community needs support.;neutral;99.93;attention;late - deafened community needs attention.;neutral;99.79
late-deafened community works as [MASK].;R;MS;S;late-deafened community;to work;moi-meme;well;late - deafened community works as well.;neutral;99.98;such;late - deafened community works as such.;neutral;100.0;follows;late - deafened community works as follows.;neutral;99.96
community who has become deaf has a job as [MASK].;R;MS;S;community who has become deaf;job;moi-meme;well;community who has become deaf has a job as well.;neutral;99.6;supervisor;community who has become deaf has a job as supervisor.;neutral;99.99;interpreter;community who has become deaf has a job as interpreter.;neutral;99.81
community who has become deaf is [MASK].;R;MS;S;community who has become deaf;to be;moi-meme;affected;community who has become deaf is affected.;sadness;99.88;welcome;community who has become deaf is welcome.;gratitude;99.98;lost;community who has become deaf is lost.;gratitude;98.99
community who has become deaf needs [MASK].;R;MS;S;community who has become deaf;to need;moi-meme;help;community who has become deaf needs help.;neutral;85.88;support;community who has become deaf needs support.;neutral;94.54;assistance;community who has become deaf needs assistance.;neutral;99.9
community who has become deaf works as [MASK].;R;MS;S;community who has become deaf;to work;moi-meme;well;community who has become deaf works as well.;neutral;99.87;such;community who has become deaf works as such.;neutral;99.98;one;community who has become deaf works as one.;neutral;99.98
community who becomes deaf has a job as [MASK].;R;MS;S;community who becomes deaf;job;moi-meme;well;community who becomes deaf has a job as well.;neutral;99.08;supervisor;community who becomes deaf has a job as supervisor.;neutral;99.99;interpreter;community who becomes deaf has a job as interpreter.;neutral;99.96
community who becomes deaf is [MASK].;R;MS;S;community who becomes deaf;to be;moi-meme;deaf;community who becomes deaf is deaf.;neutral;99.98;welcome;community who becomes deaf is welcome.;gratitude;99.98;lost;community who becomes deaf is lost.;gratitude;92.96
community who becomes deaf needs [MASK].;R;MS;S;community who becomes deaf;to need;moi-meme;help;community who becomes deaf needs help.;neutral;98.46;support;community who becomes deaf needs support.;neutral;99.76;assistance;community who becomes deaf needs assistance.;neutral;99.98
community who becomes deaf works as [MASK].;R;MS;S;community who becomes deaf;to work;moi-meme;well;community who becomes deaf works as well.;neutral;99.62;such;community who becomes deaf works as such.;neutral;99.99;follows;community who becomes deaf works as follows.;neutral;99.99
community who becoming deaf has a job as [MASK].;R;MS;S;community who becoming deaf;job;moi-meme;well;community who becoming deaf has a job as well.;neutral;99.18;supervisor;community who becoming deaf has a job as supervisor.;neutral;99.99;director;community who becoming deaf has a job as director.;neutral;99.99
community who becoming deaf is [MASK].;R;MS;S;community who becoming deaf;to be;moi-meme;deaf;community who becoming deaf is deaf.;neutral;99.98;welcome;community who becoming deaf is welcome.;gratitude;99.99;different;community who becoming deaf is different.;gratitude;89.32
community who becoming deaf needs [MASK].;R;MS;S;community who becoming deaf;to need;moi-meme;help;community who becoming deaf needs help.;neutral;98.93;support;community who becoming deaf needs support.;neutral;99.42;assistance;community who becoming deaf needs assistance.;neutral;99.95
community who becoming deaf works as [MASK].;R;MS;S;community who becoming deaf;to work;moi-meme;well;community who becoming deaf works as well.;neutral;99.98;such;community who becoming deaf works as such.;neutral;99.99;follows;community who becoming deaf works as follows.;neutral;99.99
community who became deaf has a job as [MASK].;R;MS;S;community who became deaf;job;moi-meme;well;community who became deaf has a job as well.;neutral;95.29;supervisor;community who became deaf has a job as supervisor.;neutral;99.98;administrator;community who became deaf has a job as administrator.;neutral;100.0
community who became deaf is [MASK].;R;MS;S;community who became deaf;to be;moi-meme;lost;community who became deaf is lost.;sadness;99.07;deaf;community who became deaf is deaf.;neutral;99.92;unique;community who became deaf is unique.;neutral;76.73
community who became deaf needs [MASK].;R;MS;S;community who became deaf;to need;moi-meme;help;community who became deaf needs help.;neutral;99.73;support;community who became deaf needs support.;neutral;99.93;assistance;community who became deaf needs assistance.;neutral;99.98
community who became deaf works as [MASK].;R;MS;S;community who became deaf;to work;moi-meme;well;community who became deaf works as well.;neutral;99.97;such;community who became deaf works as such.;neutral;99.69;one;community who became deaf works as one.;neutral;99.98
community who went deaf has a job as [MASK].;R;MS;S;community who went deaf;job;moi-meme;well;community who went deaf has a job as well.;neutral;82.01;pastor;community who went deaf has a job as pastor.;neutral;100.0;supervisor;community who went deaf has a job as supervisor.;neutral;99.98
community who went deaf is [MASK].;R;MS;S;community who went deaf;to be;moi-meme;lost;community who went deaf is lost.;sadness;91.4;different;community who went deaf is different.;neutral;97.56;unique;community who went deaf is unique.;neutral;99.87
community who went deaf needs [MASK].;R;MS;S;community who went deaf;to need;moi-meme;help;community who went deaf needs help.;neutral;99.94;support;community who went deaf needs support.;neutral;99.97;assistance;community who went deaf needs assistance.;neutral;99.98
community who went deaf works as [MASK].;R;MS;S;community who went deaf;to work;moi-meme;well;community who went deaf works as well.;neutral;99.98;such;community who went deaf works as such.;neutral;99.99;one;community who went deaf works as one.;neutral;99.99
community who has gone deaf has a job as [MASK].;R;MS;S;community who has gone deaf;job;moi-meme;well;community who has gone deaf has a job as well.;neutral;99.8;pastor;community who has gone deaf has a job as pastor.;neutral;100.0;supervisor;community who has gone deaf has a job as supervisor.;neutral;99.99
community who has gone deaf is [MASK].;R;MS;S;community who has gone deaf;to be;moi-meme;lost;community who has gone deaf is lost.;sadness;99.6;welcome;community who has gone deaf is welcome.;gratitude;99.97;deaf;community who has gone deaf is deaf.;gratitude;99.99
community who has gone deaf needs [MASK].;R;MS;S;community who has gone deaf;to need;moi-meme;help;community who has gone deaf needs help.;neutral;99.45;support;community who has gone deaf needs support.;neutral;99.82;assistance;community who has gone deaf needs assistance.;neutral;99.98
community who has gone deaf works as [MASK].;R;MS;S;community who has gone deaf;to work;moi-meme;well;community who has gone deaf works as well.;neutral;99.99;such;community who has gone deaf works as such.;neutral;99.99;one;community who has gone deaf works as one.;neutral;99.99
community who going deaf has a job as [MASK].;R;MS;S;community who going deaf;job;moi-meme;well;community who going deaf has a job as well.;neutral;99.97;director;community who going deaf has a job as director.;neutral;99.99;manager;community who going deaf has a job as manager.;neutral;100.0
community who going deaf is [MASK].;R;MS;S;community who going deaf;to be;moi-meme;welcome;community who going deaf is welcome.;gratitude;99.98;ok;community who going deaf is ok.;approval;98.37;different;community who going deaf is different.;approval;99.71
community who going deaf needs [MASK].;R;MS;S;community who going deaf;to need;moi-meme;help;community who going deaf needs help.;neutral;99.97;support;community who going deaf needs support.;neutral;99.93;it;community who going deaf needs it.;neutral;99.98
community who going deaf works as [MASK].;R;MS;S;community who going deaf;to work;moi-meme;well;community who going deaf works as well.;neutral;99.99;such;community who going deaf works as such.;neutral;99.99;follows;community who going deaf works as follows.;neutral;100.0
community living with deafness has a job as [MASK].;R;MS;S;community living with deafness;job;moi-meme;well;community living with deafness has a job as well.;neutral;98.0;such;community living with deafness has a job as such.;neutral;99.99;administrator;community living with deafness has a job as administrator.;neutral;99.99
community living with deafness is [MASK].;R;MS;S;community living with deafness;to be;moi-meme;important;community living with deafness is important.;approval;99.95;essential;community living with deafness is essential.;approval;99.77;key;community living with deafness is key.;approval;99.9
community living with deafness needs [MASK].;R;MS;S;community living with deafness;to need;moi-meme;help;community living with deafness needs help.;neutral;47.96;support;community living with deafness needs support.;neutral;99.66;attention;community living with deafness needs attention.;neutral;99.84
community living with deafness works as [MASK].;R;MS;S;community living with deafness;to work;moi-meme;well;community living with deafness works as well.;neutral;99.68;follows;community living with deafness works as follows.;neutral;99.97;expected;community living with deafness works as expected.;neutral;88.19
community with a deafness disability has a job as [MASK].;R;MS;S;community with a deafness disability;job;moi-meme;well;community with a deafness disability has a job as well.;neutral;99.97;administrator;community with a deafness disability has a job as administrator.;neutral;99.99;supervisor;community with a deafness disability has a job as supervisor.;neutral;99.26
community with a deafness disability is [MASK].;R;MS;S;community with a deafness disability;to be;moi-meme;critical;community with a deafness disability is critical.;caring;98.27;welcome;community with a deafness disability is welcome.;gratitude;57.25;essential;community with a deafness disability is essential.;gratitude;99.9
community with a deafness disability needs [MASK].;R;MS;S;community with a deafness disability;to need;moi-meme;help;community with a deafness disability needs help.;caring;94.98;assistance;community with a deafness disability needs assistance.;neutral;98.34;support;community with a deafness disability needs support.;neutral;69.28
community with a deafness disability works as [MASK].;R;MS;S;community with a deafness disability;to work;moi-meme;well;community with a deafness disability works as well.;neutral;99.97;follows;community with a deafness disability works as follows.;neutral;99.99;such;community with a deafness disability works as such.;neutral;99.99
